"V1","V2","V3","V4","V5","V6"
-1.03348993841663,-1.69156673346353,-1.69094339904681,0.890860256177663,0.946103597108957,-0.661849891637759
-1.65690908768386,-0.0233179062509217,0.0818776662599468,-1.18472645452153,-0.782125833604315,0.969499171606577
0.84525009712889,0.42450130357932,-0.430184620084591,-0.965824190675055,-1.4653702206387,1.38771252964154
-1.74323834917693,-0.131645564719864,-1.33024993434442,-0.522230977749672,-0.532007944317286,0.317411010849439
-0.291844914103338,1.08761759430833,-0.714692449983364,-0.617828858353365,-0.163154965133181,0.33457195138017
-0.299732466118473,0.143403702362776,-0.315801982475777,-0.201006014409761,-2.21617000106671,-0.390955307952338
0.552268469454534,0.794488998143225,0.827217479664284,-0.143871846004636,0.752207819498208,-1.67976200673527
0.228944599269871,-0.371553021967644,-0.133118508053848,-0.699945666781493,-0.71854807256754,-2.54150550372151
1.66758783260446,-0.149440342211928,1.75913632534151,-0.76243466612022,0.157948851655212,-0.0908084006560887
-0.260324839875964,-0.893501129671637,-1.02603338212829,-1.04844101257846,-0.832169203881024,2.06644662092146
-0.456418865795978,-1.31902147245918,-1.74724926400947,0.0952002870551257,-0.857403138248772,1.15350467210131
0.181035836056416,0.732964345520321,0.311304748157169,1.75940286159533,-1.11056883544209,0.357070559512663
0.649232729103345,0.783309337275157,0.907415915264812,-0.0743763542297973,1.61800423275958,-0.670591179546156
-0.225161105089171,0.607950414349567,-1.82519465200008,-0.375967118582018,-0.398300125243395,0.731962789690402
-0.73487753897145,-1.83896645263146,0.377304808964881,-0.557026602460377,-1.20964854461252,-2.18268896724398
-0.750903187913421,0.449248051656671,0.533562212403284,0.168849267207389,-1.01076174817889,-0.0690358262985869
0.508113657735104,2.30825747572827,0.0346023669697206,-0.768686361860863,1.79697162786889,0.239163795214083
1.35601520676572,-0.580153478727404,-0.131834451102632,-0.519084916757776,-0.159998602318867,-0.0481614412613162
-0.709919388142558,-2.38832065676343,-0.364774892569204,-0.678081333360586,-0.873367811750324,-0.601022219198715
0.719076777127248,-0.0224027309382021,0.233805141862175,1.71131146962581,-0.284981889518006,0.846854465016896
1.0319197555564,0.0895124091296861,0.387326250027441,-0.209278085466217,0.684396549363549,1.16148482609761
1.24884305106061,-0.642048980213137,0.486859380300175,1.82382025749907,0.602096379565661,0.0294375004017721
0.146753835883119,0.54504431719175,-0.686528523941096,0.599856799787402,0.163271827669914,0.20135284774313
-1.37154270667152,-1.97410705708867,-0.544562392752185,-0.91059085871819,-0.370354803026407,-1.54514374875907
-0.508064097863422,2.53474240633258,-0.711139518989577,0.770111832519158,0.593522814808507,0.260544914802855
-0.419851156567609,-2.28548443546678,-0.418655179410012,-0.221129220230661,0.296853411343656,-2.62847702086131
-0.466673118464833,-0.501756447329564,1.54970309840852,-0.485999085007004,0.929558217650827,-0.492805710468961
-1.8950932972429,0.306246680566031,-0.0400255280447358,-0.134770513986172,-1.24436215929355,0.223706017060861
0.0334336415279673,0.299751334085518,0.98672035143693,1.05610679519253,1.7017500217655,-0.0142574493937252
0.188654626286534,-0.733899468372972,-0.106544526517381,-0.307424360498813,-0.665511828074494,-0.583788971755109
1.25400430794932,1.45856730976303,-3.1626359539754,-0.448070920182386,0.210474620675822,0.18918562792487
1.29293272164864,-0.90530535896461,0.46974681646145,1.08637281968204,0.343072530661068,-0.066732792456271
-0.896486567839216,1.50147407926799,0.715881485582908,0.721238788618501,-1.19004252031056,-0.611916559757464
1.44428609669372,-0.572168799277321,0.719073237065069,-0.98675708147461,2.88650545524729,-0.799058204874006
-1.37820591518427,0.0779696309809745,-0.339892667305253,0.985823831360295,0.0240680319160168,-0.346072631430697
0.656015487884699,1.04036659135899,-0.157277592881544,0.465115927333643,-0.189313211807604,1.37593377640607
0.135881029428795,-2.72053528895238,0.717276344503798,-1.07793621514378,-2.00675721620678,-0.364575744145938
-0.0400474648834973,-1.13520037092907,0.0475526657755723,0.327494019759574,0.309352319378109,-0.569604420962209
0.717032483239084,2.0976184985064,1.25736431929571,-1.13382568928711,-0.214735567011202,-0.0952880719382671
0.989508074125322,-1.16162363500524,2.08822859811728,1.42539500979132,0.747292415384512,0.820826138074645
1.68623822492968,0.970718341628631,0.586394915567244,-0.0449242605866221,-1.1326694036842,1.7271736717746
0.224946044363516,2.25004556781958,0.242758318249549,-1.37428988770078,1.39292047666467,-1.30969849735083
0.285269242462797,-0.978716286385125,1.07970438207668,-1.13830204112406,0.325178970079677,0.0253350759686301
-1.11551755481588,-0.168332139869629,-0.0171694293792317,-1.11636142340948,-1.15626335681546,-1.19020072248128
-0.652780967573176,-0.071627661425501,-0.395170589167555,-0.544920071727989,-0.902560464761587,-1.5963158185405
0.472580160137841,0.449835252405089,1.72559606622012,-0.279731272512648,1.13518328229077,-0.276405799511016
0.294493339223013,-0.350707829302491,0.548359299282088,-2.04201976769211,-0.0352730572631796,-0.787668129542138
1.07915388859615,-0.632270799786984,-0.325201450622311,0.352538072335367,-0.296040905901222,0.423602899769521
0.451721370331252,-1.32263810894856,-2.17746899442345,-0.0116914015024608,1.66138920475972,0.415393374434607
0.0466107711686211,1.08202467243153,-0.188585475065871,0.672440208292526,0.699614241601811,-0.994862386837832
0.191355806932523,-1.35328852453808,-0.853689296758983,0.633270985174363,-1.22202371903222,-0.610617217341708
-0.454251181795,1.29568930792031,0.156956982401275,-0.121519403973932,0.237794021827324,-1.10234905052939
0.0195409616509045,-0.189218120017325,0.44365594640482,0.329285663871159,-2.44111282886535,0.305281594166911
-1.40829815642659,-0.083267426686638,2.15084191788768,1.28508774736364,0.445179385772175,-1.1158118589714
1.04592173848445,-0.128437260768841,0.13210888051412,1.91153287729804,-0.445525056814218,-0.0603427349803728
-1.0618075594162,1.03420856628857,0.650688463075282,-0.107924708980425,-1.43921203827516,-0.386596515766237
-1.17687856076321,1.00642124660684,0.716740831232714,-0.31817909475232,0.0468634697427634,-1.41836679979657
0.412226449788213,1.06406678484927,-0.169231681659724,-1.77474110428059,-0.980413699495547,-0.636696321480114
-1.01700641732443,-0.522738660128611,0.665294693559607,0.104565343526709,-2.2187666552774,0.331243478010097
0.201677948861311,-0.440150088542811,0.4434325045772,-0.102632608739021,-1.1513538353791,0.186386295898373
