"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.366844464326277,0.273619039915502,0.0138160698115826,0.425155429402366,0.589217980159447,0.889357530744746,0.988382622599602,0.892230889294297,0.276459062239155,0.826234622392803
0.692966995993629,0.28582309326157,0.216235153144225,0.436944771558046,0.310413817875087,0.951367633184418,0.570668814936653,0.324601655127481,0.395599651616067,0.2302921267692
0.652983474545181,0.1674951298628,0.0653307430911809,0.048943288391456,0.141026109457016,0.0763953193090856,0.0751011290121824,0.763929527718574,0.819327032426372,0.075485932873562
0.515094030415639,0.812455254141241,0.760185179999098,0.401801311643794,0.662287962855771,0.482705032918602,0.131143737351522,0.941134869586676,0.19801950850524,0.787705842405558
0.461496807169169,0.838413127930835,0.309317212784663,0.300915648927912,0.212743489304557,0.145816854434088,0.121809785719961,0.553027014713734,0.879880783380941,0.0899971555918455
0.215993932681158,0.151905842591077,0.429416955914348,0.907022646861151,0.249001017306,0.928581103449687,0.140482175163925,0.727497190237045,0.435663326410577,0.845925354631618
0.0650021065957844,0.472827874356881,0.545088450657204,0.94734424049966,0.843789225909859,0.30803376622498,0.281303386902437,0.649803947890177,0.949741227552295,0.682122538099065
0.93826259765774,0.414222886785865,0.330116542056203,0.666238973615691,0.202082128962502,0.758197932969779,0.241343761794269,0.0596761421766132,0.583588108886033,0.983600410632789
0.35265841614455,0.702410767087713,0.855042716022581,0.117160607594997,0.0039602224715054,0.729912644717842,0.113088884390891,0.595571719110012,0.252298636594787,0.111060930648819
0.768596827983856,0.570774781284854,0.611566024599597,0.500718326773494,0.663817957509309,0.244417567271739,0.628792023286223,0.240982201183215,0.967799553647637,0.123798850923777
0.939382462296635,0.011123999254778,0.235233831452206,0.845532837556675,0.297013804782182,0.582173794740811,0.205092289019376,0.744680834934115,0.958514180034399,0.195117035647854
0.371128225233406,0.0747579759918153,0.0391126468311995,0.858367023291066,0.533207183936611,0.167114730924368,0.956666008802131,0.581316527212039,0.079159528715536,0.473355928203091
0.342577490955591,0.778477670857683,0.0257933128159493,0.656483711674809,0.594272663351148,0.372556005371734,0.606060659745708,0.45573092601262,0.330866668839008,0.286752965766937
0.284038091078401,0.489413656527176,0.600456738611683,0.782946457387879,0.236687644850463,0.0164501736871898,0.488042442360893,0.768327771686018,0.400686795357615,0.933104605181143
0.109526089159772,0.678662318503484,0.174447012366727,0.332679042359814,0.719170089345425,0.521529436809942,0.491179882083088,0.737557911546901,0.898005506023765,0.429398816311732
0.433751430828124,0.5769782171119,0.961855239002034,0.624658703804016,0.00493812235072255,0.0766821205615997,0.475667585851625,0.824815206928179,0.144367886940017,0.723906362429261
0.469510546186939,0.703889288473874,0.163757911184803,0.724092594115064,0.14412918034941,0.505386563949287,0.00857787556014955,0.803028950234875,0.836883707670495,0.389680139487609
0.983177426503971,0.289316306356341,0.0386185604147613,0.195656388066709,0.251474294112995,0.66049822489731,0.0880797994323075,0.409098538337275,0.496261700056493,0.254772362299263
0.990099380258471,0.605811725603417,0.828651887597516,0.073112444486469,0.899952837731689,0.882415261352435,0.856688386527821,0.41503362939693,0.16118092671968,0.592364659300074
0.724176562856883,0.113773678662255,0.481571397744119,0.0026009688153863,0.129278246313334,0.954203492263332,0.426587400957942,0.79573714104481,0.978806093102321,0.355564845493063
0.864025950897485,0.478507426800206,0.740859124576673,0.364711144939065,0.381092215655372,0.171531282132491,0.307237483561039,0.898934284225106,0.969087457051501,0.83412573300302
0.374173523392528,0.191257594851777,0.596005402505398,0.970345251262188,0.129350236151367,0.868037157459185,0.272561772493646,0.0125034207012504,0.703941789688542,0.409295018995181
0.0389667302370071,0.300799969350919,0.102473075734451,0.662496907170862,0.0787812767084688,0.434260178823024,0.548748909961432,0.578547269804403,0.449980167672038,0.5394892252516
0.663470610976219,0.233464183751494,0.761583391809836,0.977081762161106,0.855567054124549,0.997152170399204,0.0206194918137044,0.509936744347215,0.511864135973155,0.835252836113796
0.766503379680216,0.180031861644238,0.951972076902166,0.4899854559917,0.996245002374053,0.671448619803414,0.335274338023737,0.0773068191483617,0.0617256709374487,0.688836538931355
0.280247339047492,0.714977631112561,0.962390940869227,0.330176499672234,0.434313279110938,0.0156719877850264,0.682238572044298,0.163787833414972,0.713660222711042,0.203726390376687
0.534961066907272,0.68056517210789,0.454145128838718,0.601154538569972,0.0760314133949578,0.536228382028639,0.824071649461985,0.791672139195725,0.893998289480805,0.0768006995785981
0.473006869433448,0.315700543578714,0.525128542212769,0.335558035643771,0.724207778461277,0.0683991354890168,0.23857176839374,0.153035383205861,0.0965594199951738,0.0499566111247987
0.688051010482013,0.583193244412541,0.894526470685378,0.516493803123012,0.249987507704645,0.700261483434588,0.685253059258685,0.946437539765611,0.523575367638841,0.435297895921394
0.786252772435546,0.402229691389948,0.48967848601751,0.318848062073812,0.0256090611219406,0.11558554857038,0.674512421246618,0.68890861608088,0.482330988859758,0.588567340746522
0.658510955516249,0.615852122427896,0.986352097475901,0.885792620014399,0.361500562401488,0.204589806729928,0.724041709676385,0.855267844162881,0.601228642044589,0.971478338586167
0.270354021340609,0.0561106514651328,0.58012981666252,0.0103919478133321,0.0870857699774206,0.754591635428369,0.384589483728632,0.535182257648557,0.855009225429967,0.406087463721633
0.547377910232171,0.0650513721629977,0.101694914745167,0.930956895695999,0.0364517574198544,0.327281113248318,0.494844283210114,0.263080918230116,0.321046561934054,0.230424200184643
0.721080662915483,0.344529970781878,0.864630228141323,0.0707303101662546,0.230289843631908,0.246172946877778,0.657745793228969,0.991444209124893,0.0800233848858625,0.339169098529965
0.100003228988498,0.741142878774554,0.588211049325764,0.730173224350438,0.937919549643993,0.221257644239813,0.0365069096442312,0.422264605760574,0.46081980667077,0.415225627832115
0.263785984832793,0.154460866004229,0.0825184944551438,0.115805946057662,0.263539534760639,0.627493335166946,0.195284667657688,0.174979009199888,0.418463976122439,0.390071994392201
0.341447923798114,0.194151455536485,0.330366886220872,0.626210891874507,0.583390448940918,0.877547931158915,0.502248453442007,0.550136559875682,0.37402682681568,0.318764305440709
0.593504150165245,0.815888713579625,0.290103664621711,0.103832477936521,0.111812091199681,0.866668121656403,0.942599434638396,0.516258680960163,0.618522442644462,0.445821851026267
0.134194454411045,0.694294037297368,0.335708194412291,0.147151742596179,0.285718760220334,0.154950465774164,0.565348055679351,0.626075419364497,0.565037390450016,0.758029814343899
