"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
2.73116337658175,-1.79556882790216,-3.33255743216431,-4.64493314377451,-4.09396679000507,0.516862164715033,-0.297539921411897,-2.6615393944919,-0.348205149426724,-3.06004993757677
2.48179298541873,-0.0544569384590916,1.67680823922055,3.87954694275437,0.261746338317743,-0.264358105984129,-1.42389516512016,0.493092986223266,1.5059754892123,-1.57451673646005
1.09809397541665,-1.7294047618577,1.69846467477293,4.43005948852525,-6.91928206756488,3.66336718156674,-0.868524892214917,0.024901118971796,-1.79029763773584,-1.16716284657613
2.21199513851555,2.0906192072355,2.24888734744461,0.3608400514269,2.88917165146096,-0.271214380076583,3.57561633850408,-1.5908734919477,1.70258321425755,-1.97528166431239
1.40981721986278,-0.746361287459772,-1.45583998197164,-2.14323897480251,-3.70863497850467,6.39109502709508,2.82836631667898,-1.14574831635026,-1.31302944409539,2.26158419043703
1.41848502755282,1.20370887102526,0.616473803826603,0.618853846457164,1.51286885984862,-1.76342203093623,-2.46064055314781,-0.919920773176328,-4.13809471956242,-0.498608061750698
1.32501776923111,-1.09716237343313,0.0326074946852501,0.238604207803966,0.294655545342986,-0.0613446180974383,0.148308243611618,-3.00184035978193,1.00377701825917,1.00481505265973
0.556848333980481,-2.52487733667651,1.30517660216304,1.86438719838329,-2.75212895224158,-0.32537057599332,0.361986228673673,0.542020065747159,1.95546394318582,3.21630513842178
2.11638884650425,-2.02588865296995,1.21583354481345,-0.741111115013034,-0.403652777338586,0.807856359465782,0.884104834843016,-0.736458184141668,1.07729110051646,3.91487085684135
1.10617550044676,-1.06599147963978,-1.00026975648063,-3.38471545972939,-0.14993086835122,-0.492387420267914,-1.82837577153201,-4.79659363588974,0.352784839377174,2.42110733490194
-0.299184960015492,0.43800751973715,1.86189817346655,1.03593751919182,-1.42440786133469,-2.89495371765517,3.20321925387901,2.2293570467214,-2.90106103180454,1.66031271378029
-3.43564891961716,2.09558784410239,-1.48124775119011,0.572157302876412,1.51304992846815,-0.49860174758957,-1.97364116859431,-0.245926050014663,-0.675726201482393,-0.781557869671382
-1.65738612578902,-0.446205937096218,0.0158742050203466,0.941868609104565,2.42573045240573,-1.30554493144654,0.188416411798495,3.73311585942371,-2.36049904888406,-3.37918681288297
1.1476721323271,0.854673182067679,0.86219291674653,2.30555334693867,1.42113192697476,-3.39096208466711,-1.08547501830989,-0.518010673211916,-0.625004362941724,-2.13814049697422
1.62946294324404,-0.826362287325827,-2.67003284874248,-0.787300676566185,-0.255069820364629,-0.890405153593763,1.23220910754595,1.29060214987099,0.0909053080723491,-2.80977173800229
0.156351084502877,-0.635656784223971,1.82074153672187,1.20373913733098,2.06559367236914,2.15550806300571,-3.46675520176066,-0.477573480171186,1.97941416456465,-0.551912822534423
1.27619377125903,4.21280369582306,-2.735020242397,1.05409922612062,2.83497942049727,1.1801303595565,1.02764035417737,-0.234997520765828,1.87514210393734,4.16835918496718
-2.03402393210495,-4.18916877907722,-1.45549580635493,2.73225195201713,1.59481072279389,4.50390434509503,0.259694696750654,-2.69191221292599,3.16548877836152,-0.455428778084584
1.94979577027859,2.91046044850891,-0.228992874951267,-1.10706875934438,1.20873498202566,-0.687005128915766,0.228635977022554,0.278275538550268,1.50673806031366,3.57105299843817
-0.859465153108539,-5.83467838375151,-3.47798351839259,0.720442280872979,-1.49097637860588,-0.962735233806758,-0.941526984712884,0.37271379154101,1.2460632057007,1.55977439693564
1.21195877197381,-4.40748711960692,-0.148935522693805,-2.34831098578167,0.0096891407372213,1.34890865307537,-0.952189980986778,2.72367948026148,-0.570638066256163,-4.61245326298778
-3.54517609721655,0.0677942462375353,3.42959177114324,-1.33813203948687,1.43879439418559,-3.14374196697878,0.604518375447086,0.875664133981593,0.242642263887279,-4.51170109159778
0.778606565564429,-2.35406256153943,-1.31895303240223,-3.04281786266305,1.36927253884727,0.574295232305398,3.15122149356781,-2.39752035720998,4.9732682191355,0.351768967707117
1.53945007795808,1.26106343497799,4.67217195237606,-1.59385397967662,4.07370366546801,-0.134916620487154,-3.4405663062262,0.309590015318766,3.99472314230564,1.02871179867502
0.814755819313949,-0.424516836933316,0.508369236150682,0.889129156757085,-3.90419365692264,0.649148942929539,2.27156038944807,-1.90127024404964,-0.79719721218974,-1.77729155459759
-3.11016928458508,0.245073753167365,-1.20979379641651,-0.836590178612589,1.87668996981207,0.546899714643739,-3.78685629152231,-1.1222226094384,3.1225244440506,1.66842041277899
-0.542093426795479,-2.55645379449936,3.88146248679678,-1.52283392748937,-1.74704506023143,1.64670020683238,1.8220071838417,-1.38222170101681,1.16725144383288,2.18063390741774
1.30824735184638,2.9628195697241,1.50139185977704,0.574016465680358,-1.05299459189731,0.984203489670899,2.79921370508956,1.56558040512221,-2.72629447708364,-0.831261048991647
-3.034725512736,-1.98629687194758,0.12753992704611,3.31483403453709,-1.30441407965382,2.85408806201271,-0.686868486809081,-3.70027872717369,-2.49006092536402,-2.2417097278757
-4.93696148861361,3.25694983435956,-2.46796508411391,-0.677269035088612,0.754999358809528,-1.11135719357214,1.41096682871998,-0.1935123024165,0.943092713171008,0.608022475725051
1.33651825254599,1.17640658251564,-1.24502979982957,-0.254089534324457,0.635030049333929,0.264631729973163,2.63201982139145,-3.75812628123282,6.16893765997241,-0.654240232369778
-0.372927956322027,-6.4318045184992,-2.92816498791702,1.35872502977546,3.63851618601702,-0.795278090566221,-3.79587888024078,-1.73141193307528,-0.376337517820544,-0.659713408722234
1.17399471407851,0.79555567388499,0.214366819381574,1.49342193989151,2.13156553185712,2.72823848479865,-2.97402318767681,2.86068787357226,1.26719063184566,-1.13144895431058
-0.420084176673734,-1.72253272437387,1.38649441393672,-0.674313384605195,3.72616062494171,-0.74904872229158,-3.23903003948251,-2.54366631453535,0.68067397894863,0.294047566799737
1.37159810929423,-2.8210155313819,1.2730597474861,-1.01966845526469,-1.75573948020058,2.17437842093664,-2.00396964216028,-1.86139720172261,1.55964750092702,1.33168467394055
-1.53621518714167,-2.69316301420315,-1.85259905353203,-0.189211950568347,-4.29821446176874,-1.40793979088577,-3.17882293780626,-3.2632515555631,-0.713980649021879,1.81368731322929
1.79501742337003,0.618682102978317,-0.20725056008869,-2.80232122532035,-4.36019889169532,0.33692544972033,3.60308961324145,2.21814722085874,2.88763878108443,1.47586229823136
-0.388830785549924,3.17896398798968,-0.783953790006051,-0.701304998537188,-2.33560037782299,3.05292589573162,0.20907522751511,-1.99774792364725,1.8494667564077,-1.49891831949617
-2.65711589746235,0.138994706835496,-2.95993696767538,3.02606762263978,-0.357209054562888,1.10212083507253,-0.177324895565371,-0.885218700914822,2.85239117416522,-1.28863218783882
2.69387178951283,-0.197752225601257,2.41540333632613,1.49175262117024,-2.49227759252484,3.38108957449957,0.834152603075388,-1.10255297336749,2.65553248818137,1.97168457378399
-2.33578695036951,-0.881631890095215,-2.43012484245665,-0.19589290374425,-1.57129833948542,0.354072235791419,-1.95547271451338,2.61080527790288,-0.311909024008198,-0.535533539242188
