"V1","V2","V3","V4","V5","V6","V7","V8"
-0.212591454725676,-0.603078354445783,0.295049601784184,-0.267813226112067,-0.0625965305151266,-0.702309374440777,-0.751869552533088,-0.133961257276725
-0.949312606180722,-0.433743560159515,-0.420244385692683,0.0506617391688704,1.2868494767944,0.396269979274773,0.855062806345017,-0.0956990719473302
-1.34603808637856,0.282514406466755,-0.208408920197596,0.123411562906796,-0.431542522101668,-1.4920780435711,0.362484230115639,0.57345821403457
0.12552254978954,0.127620843206499,-0.454472819252384,0.072886735937593,1.32852356926019,0.897203839183577,-0.420591420933444,-0.662398100687527
-0.361167748923928,-1.57986375468939,1.85432533970812,1.48608462017578,-0.0608932245937553,-0.515421116486166,-0.175889095697798,-2.12607244043549
0.916062773823796,-0.512577545466005,0.147109027141017,-0.829944978729837,-0.534490578844582,-1.3003632011024,1.53063928798688,-0.635668825323082
-0.244044895937146,0.137834850799144,-1.17698051823002,-0.798489831616868,-2.26260538886831,-1.42114933637771,-1.04331260221529,-0.803975578889473
-0.433293058598878,0.764239348095758,-0.539804956523813,0.313174226464525,2.20407934191199,0.913727810080578,0.416084705402485,-1.57354292063695
1.14938318924281,1.46439217583677,1.13391554638903,1.23349288400122,1.34596805474853,-0.168914876484925,-0.223952697961324,-0.14420660930077
-0.0451383940309027,0.782660039361317,1.61418879219255,-0.172928588019366,-0.871472293497823,2.03747670294958,-0.341254149204749,-0.507731244069593
1.20381070202571,1.14770426665629,0.270546068011522,0.476349609344625,-1.67311800868484,0.605646260640542,0.712188255758182,-0.215724114943084
0.295172038977967,-0.875804033151305,1.1278491493501,1.88080414272142,0.0431254164879842,0.584712084104936,0.4125321970336,1.16371276102003
-0.688082541929813,1.44433414687238,-0.722116385847879,-1.05656391477196,-0.202020082174546,-0.549974163609599,0.0475461806546527,2.62681884052443
0.159551940890606,-0.537119702802796,-1.31032077795908,-0.043310823999217,1.52720328646479,0.282657006003536,0.592573923848112,1.532462372213
-0.704959735989761,-2.14799986094163,0.704630218991109,-0.726796537132782,0.472541028356766,-0.131200346679403,-0.913189342635286,1.60527215057417
-0.756281997473821,1.31478915839613,-1.35650231047457,-0.427453380699838,0.233077516474645,-0.829087539927684,0.622787879304677,-0.0174795636921637
0.650416299780496,0.384758038744631,-0.723255187655509,-0.835872575756777,1.19367408812262,0.10905349854656,0.35308909509928,-0.663622570809085
0.942567772767795,-1.27701738449541,-0.642231010771549,-1.03912227532884,-1.03024142569854,0.471425741813936,-0.516095691563626,1.12663246381624
0.0350733708114194,0.29474950381482,0.228963309459574,-0.620324646852669,0.218004680051352,0.324716974912421,0.373168542439555,-0.924235568517268
-1.00469173329293,-1.60298449874574,1.70745644503611,0.998712915074033,-0.973945713980422,0.800520773434097,-0.00751424580086299,-1.63518351093576
-0.278156518949633,0.256029221668919,-0.207908634365995,-1.23307815355592,0.354714674697127,-1.20142461221724,0.275180446553461,-1.61918168708223
0.927633531288206,-0.691708174287482,-0.720351963443546,-0.317804986343752,1.41961111676287,-0.744372262968291,2.57065207998609,-0.52068566325014
0.227459177292348,-0.716637599974094,0.326573661926926,-0.312282386682565,0.505407339619061,-0.357110275403472,0.220722982471921,-0.267664175925493
0.209924658119982,-0.249237561734036,0.0770712667908593,0.038117397767841,0.239343993889916,1.10986069116473,0.807393649247092,0.253678644849209
-0.0345739509632238,-0.840672786396084,-0.813487714946204,0.0358895794926358,-0.132934912413856,1.99283587878651,0.758106232266279,1.92462059744455
-0.508908746109771,0.150860684485802,-0.509287505411078,0.777880750978462,-0.571008073098382,1.3393033772415,0.785422253902406,-0.756324995057216
-0.88251821431586,-1.05242651304428,-0.0424896678457135,-0.46990364871063,-0.515140388060362,-0.118394361593706,0.34088699730774,0.518355047651179
-0.101511545309213,1.56564732544742,-1.80974919793445,0.503006880626265,0.630570740991017,0.427979962442427,0.713413497882302,-1.64124811843063
0.173976448833437,0.220096847874132,-0.234908764971176,1.27165235537008,-0.495045694041259,-1.14199245606336,0.525455027365318,-0.579787778718736
4.0397834293522,0.211456812200388,-0.567522841379701,1.43963633896709,0.864264311758454,-0.677585293416043,-0.442814707191591,0.512545126822746
-0.750221589744606,1.938380226188,-0.333113584937958,-0.835559746171175,-0.0682363359781685,-0.308959184431612,0.611940110594903,-0.327608997858489
-0.0286423173751216,0.464162123736478,-1.39876275761307,1.61595626504897,0.575705251700201,-1.4289596717699,-0.863270714535115,-0.745596743635129
