"V1","V2","V3","V4","V5","V6","V7"
0.72114401789052,-1.05969386609547,0.418501614717096,-0.607501289462595,0.940474838703209,-0.0194475644912968,0.189251147952604
0.0842325961297953,0.98568677699202,0.166150764599496,-1.2061570290934,0.540475249989292,0.521685081729951,1.08442256179345
1.38045808087949,-1.29794044124016,0.564757471499973,-1.16503043393584,0.71845757402121,0.598614579968348,0.206089614258254
-1.17249618792282,-1.32316793768117,0.224263686958189,-0.237926390726109,-0.66198455399907,-0.229056812130979,0.0494524497441238
1.40329540544439,-0.2809167092029,-0.326727431984894,0.0327842245549204,-1.10037165003158,-1.44566164647011,0.403133332963155
0.139815128139849,0.665838967682176,1.32262666947493,-0.807184997720646,-1.02842036106865,-0.126273026369293,-0.637012323449745
-0.476075456885866,-0.285811952307128,0.642875132830056,-0.257776515916532,1.00596924576348,0.550101110920657,0.0750388038798355
-1.73364364782718,0.543224853268094,1.96020489610417,-0.00695641992187961,-0.759173244218423,-0.293011355502971,-0.0947744391915568
-0.429332831065126,-1.05870241033497,-0.926890453367381,-2.11778404811996,-0.230333676715657,-0.138589838500692,1.44064240524209
-0.0300323675800338,1.8425109604824,0.144298348935642,-0.212476031327334,1.54067964527015,1.33145200476269,-0.984081375734499
0.665966546014151,0.248532231524089,-0.880313556326963,0.158570604457223,-0.519036855030604,0.628749527047007,-2.94928662738876
-0.12213258019948,-1.07099293855295,0.36800753566276,-1.16527736847428,0.6166073180752,1.21812214128168,2.37204266754404
-0.66181596999034,-0.659458229785177,0.212409464521711,0.899368632829756,0.92457904939301,0.345887012698447,2.21939433223936
-0.253353559229102,-0.492363209197707,1.99234236538755,-1.07932759499397,1.47844553583405,0.613301231572176,-0.355581461978477
1.36047953068037,0.867564256620366,0.183345112218321,0.33059031788458,1.38511896244293,1.09624644436715,0.163578570377957
0.633822298112095,-0.0477865757462255,-0.656869561350091,0.299581683704164,-0.845232202957619,-0.341382736041787,-0.517888761463499
0.561435563627664,0.789166389287306,-0.116128068818936,0.332791621426375,-2.05236531321596,-0.958557997292239,-0.375859030824085
-1.39700205215098,0.032026807071313,-1.15193404659481,0.642298613169146,-0.907507768154064,0.0167029528050022,-1.26745455137986
-1.14149510506496,0.0138838427524644,-1.04745475955985,0.0307235033396723,-0.692672953237162,-0.483548690509103,0.634785383333874
