"V1","V2","V3"
0.609810321591794,0.926218715962023,0.487102589802817
0.986390870530158,0.356101377634332,0.928600115235895
0.139023638796061,0.526537092868239,0.840013587847352
0.222442699130625,0.724715885706246,0.746776623884216
0.939157476881519,0.492533431621268,0.598759917309508
0.74505549040623,0.0816247046459466,0.494054754730314
0.742645315825939,0.975058450130746,0.0679458298254758
0.642107444815338,0.807557855034247,0.923676347360015
0.489971844712272,0.15806792723015,0.21073505259119
0.679554348578677,0.474762651603669,0.0849263884592801
0.116701730992645,0.911825908115134,0.825641597621143
0.492835060926154,0.591099133482203,0.678161175688729
0.345292110927403,0.296246426412836,0.470085024600849
0.69362743687816,0.0316517341416329,0.644591435324401
0.121556252241135,0.590700286673382,0.130469249561429
0.455433166353032,0.641994553850964,0.624096719315276
0.375486665405333,0.78892310615629,0.080700745806098
0.206578177865595,0.827774775680155,0.0335386495571584
0.183524292195216,0.623882979853079,0.711168608395383
0.0672268911730498,0.0749094798229635,0.159633070230484
0.195444728480652,0.0188906921539456,0.0595795474946499
0.768044188152999,0.161628726636991,0.986689876066521
0.939385843928903,0.347463039215654,0.535845506936312
0.114954022224993,0.605751720257103,0.680933489231393
0.719382672337815,0.304165497189388,0.0508528870996088
0.651574539253488,0.599023456685245,0.413512374740094
0.958085943944752,0.976760160643607,0.879991310881451
0.650205737911165,0.119662443874404,0.530407299054787
0.125126539263874,0.225331847090274,0.371660580858588
0.112948236055672,0.539071766426787,0.813197075156495
0.158955062041059,0.619466157862917,0.772532359231263
0.722933805314824,0.717028626473621,0.939517114311457
0.747045416384935,0.501552538946271,0.0501191993243992
0.455009798984975,0.122834720881656,0.0300715155899525
0.981339374324307,0.485004587564617,0.686006920179352
0.944318649126217,0.434820879483595,0.142163325566798
0.466879629530013,0.485965613741428,0.696894563734531
0.905290098162368,0.935322884935886,0.153453630162403
0.242624942446128,0.617397173773497,0.927831039996818
0.114611039403826,0.460213932208717,0.883437191136181
0.864890770753846,0.171907660085708,0.69395418278873
0.122593713225797,0.173649671021849,0.190753461793065
0.973417502595112,0.0207606009207666,0.966702090809122
0.502453364897519,0.2253848395776,0.0872827142011374
0.643556660506874,0.398241805145517,0.44767142413184
0.282316194614395,0.783524568658322,0.513707273872569
0.873429779428989,0.74149535689503,0.46920889057219
0.513995628338307,0.999433587305248,0.836111347191036
0.316929709166288,0.302112595876679,0.990463774185628
0.0830701345112175,0.917506258701906,0.833149082027376
0.549395295791328,0.500167686259374,0.445532720303163
0.780894607072696,0.828267941949889,0.16749101341702
0.710855806013569,0.0678252044599503,0.0485150639433414
0.629435796989128,0.554376025917009,0.417061496060342
0.272129924735054,0.752921162871644,0.0218017105944455
0.350108560174704,0.843449590727687,0.199166984064505
0.708775798790157,0.910496059106663,0.445931750582531
0.946497574215755,0.49982463917695,0.107222371036187
0.869108207756653,0.0150668530259281,0.698366029886529
0.375011824304238,0.51279020938091,0.259071212494746
0.667087908601388,0.976372346514836,0.783213207963854
0.559263417730108,0.264630592428148,0.500559721142054
0.814854113617912,0.576786543009803,0.834537744056433
0.0483510228805244,0.575174387078732,0.240064598154277
0.623327453853562,0.616391107905656,0.36187450052239
0.724194446112961,0.858355692122132,0.0638088320847601
0.447505391668528,0.191963545978069,0.853837152710184
0.743964153109118,0.570795714156702,0.503361717797816
0.435904080281034,0.423935218481347,0.857714644633234
0.301405751379207,0.412764634937048,0.336344636045396
0.118011923041195,0.18404841911979,0.00792711041867733
0.366625918308273,0.0437433398328722,0.255399813409895
0.706884442595765,0.368805112084374,0.637082756962627
0.215955859282985,0.401668747654185,0.780801279470325
0.353162188781425,0.776718061883003,0.519329020055011
0.582734289811924,0.464897114783525,0.443878536345437
0.402420865604654,0.863270279485732,0.654637415660545
0.298612220911309,0.35754577559419,0.670204127440229
0.195595967117697,0.965672285994515,0.666852168506011
0.638730827718973,0.520710338139907,0.330668233102188
0.00213359040208161,0.660855083959177,0.816556855570525
0.854428242659196,0.408631272148341,0.657703328644857
0.213766422821209,0.401097967755049,0.182308176765218
0.733087913598865,0.245610782410949,0.0535555316600949
0.505503260996193,0.546855199383572,0.453787938691676
0.664698193781078,0.596951321233064,0.364049457013607
0.852441444294527,0.224034121260047,0.0312736104242504
0.137290901970118,0.724307409953326,0.912985383300111
0.743301741313189,0.760358987376094,0.456084295641631
0.160767806461081,0.278943995479494,0.784125435864553
0.470408351393417,0.99880048353225,0.45852897875011
0.911953071597964,0.721743712900206,0.221702138427645
0.574022871209309,0.258112708339468,0.489560292568058
0.980082347989082,0.734181327279657,0.927600025897846
0.980508000124246,0.764198717195541,0.251514376606792
0.686616306658834,0.167157234391198,0.551165503915399
0.150655860546976,0.36690576095134,0.457899818196893
0.989867172669619,0.593487485544756,0.165923637803644
0.690258705755696,0.902723316801712,0.505540349520743
0.888221725588664,0.54519042908214,0.412332665873691
