"0","features
"
"1","     "
"1"," ConsistencyRating"
"1"," InconsistencyRating"
"1"," Syllables"
"1"," Frequency"
"1","
 [1,]"
"1","         0.8270244"
"1","           0.8088889"
"1"," 0.8333333"
"1"," 0.9545455"
"1","
 [2,]"
"1","         0.8517117"
"1","           0.8711111"
"1"," 0.6666667"
"1"," 0.8636364"
"1","
 [3,]"
"1","         0.8709677"
"1","           0.8824786"
"1"," 0.3333333"
"1"," 0.7727273"
"1","
 [4,]"
"1","         0.8763989"
"1","           0.9488889"
"1"," 0.3333333"
"1"," 0.7727273"
"1","
 [5,]"
"1","         0.9175444"
"1","           0.7933333"
"1"," 0.6666667"
"1"," 0.5909091"
"1","
 [6,]"
"1","         0.9340026"
"1","           0.9800000"
"1"," 0.6666667"
"1"," 0.9545455"
"1","
 [7,]"
"1","         0.9710336"
"1","           0.8088889"
"1"," 0.5000000"
"1"," 0.8181818"
"1","
 [8,]"
"1","         0.9916063"
"1","           0.8711111"
"1"," 0.3333333"
"1"," 0.7727273"
"1","
 [9,]"
"1","         0.8427419"
"1","           0.8824786"
"1"," 0.5000000"
"1"," 0.7272727"
"1","
[10,]"
"1","         0.8517117"
"1","           0.8400000"
"1"," 0.6666667"
"1"," 1.0000000"
"1","
[11,]"
"1","         0.8763989"
"1","           0.8555556"
"1"," 0.3333333"
"1"," 0.8181818"
"1","
[12,]"
"1","         0.8846280"
"1","           0.8866667"
"1"," 0.5000000"
"1"," 0.9545455"
"1","
[13,]"
"1","         0.9052008"
"1","           0.9177778"
"1"," 0.5000000"
"1"," 0.7727273"
"1","
[14,]"
"1","         0.9274194"
"1","           0.8226496"
"1"," 0.5000000"
"1"," 0.7727273"
"1","
[15,]"
"1","         0.9677419"
"1","           0.8525641"
"1"," 0.6666667"
"1"," 0.8181818"
"1","
[16,]"
"1","         0.9833772"
"1","           0.8555556"
"1"," 0.3333333"
"1"," 0.6818182"
"1","
[17,]"
"1","         0.8346774"
"1","           0.9206349"
"1"," 0.5000000"
"1"," 0.7272727"
"1","
[18,]"
"1","         0.8529777"
"1","           0.8711111"
"1"," 0.6666667"
"1"," 0.7272727"
"1","
[19,]"
"1","         0.8684864"
"1","           0.8088889"
"1"," 0.6666667"
"1"," 1.0000000"
"1","
[20,]"
"1","         0.8951613"
"1","           0.9523810"
"1"," 0.5000000"
"1"," 0.9090909"
"1","
[21,]"
"1","         0.9112903"
"1","           0.8888889"
"1"," 0.8333333"
"1"," 0.7727273"
"1","
[22,]"
"1","         0.9421526"
"1","           0.7777778"
"1"," 0.6666667"
"1"," 0.9090909"
"1","
[23,]"
"1","         0.9596774"
"1","           0.7936508"
"1"," 0.6666667"
"1"," 0.7727273"
"1","
[24,]"
"1","         0.9879032"
"1","           0.8095238"
"1"," 0.3333333"
"1"," 0.5909091"
"1","
[25,]"
"1","         0.8346774"
"1","           0.8095238"
"1"," 0.5000000"
"1"," 0.9545455"
"1","
[26,]"
"1","         0.8646092"
"1","           0.9177778"
"1"," 0.6666667"
"1"," 0.8181818"
"1","
[27,]"
"1","         0.8870968"
"1","           0.7777778"
"1"," 0.6666667"
"1"," 0.9545455"
"1","
[28,]"
"1","         0.8878722"
"1","           0.9022222"
"1"," 0.6666667"
"1"," 0.7272727"
"1","
[29,]"
"1","         0.9032258"
"1","           0.8095238"
"1"," 0.6666667"
"1"," 0.9545455"
"1","
[30,]"
"1","         0.9382754"
"1","           0.8711111"
"1"," 0.5000000"
"1"," 0.7272727"
"1","
[31,]"
"1","         0.9537841"
"1","           0.8555556"
"1"," 0.5000000"
"1"," 0.8181818"
"1","
[32,]"
"1","         0.9758065"
"1","           0.8730159"
"1"," 0.3333333"
"1"," 0.6818182"
"1","
[33,]"
"1","         0.8475971"
"1","           0.9022222"
"1"," 0.5000000"
"1"," 0.6818182"
"1","
[34,]"
"1","         0.8681698"
"1","           0.8088889"
"1"," 0.6666667"
"1"," 0.7727273"
"1","
[35,]"
"1","         0.8750000"
"1","           0.8076923"
"1"," 0.3333333"
"1"," 0.8181818"
"1","
[36,]"
"1","         0.8846280"
"1","           0.8555556"
"1"," 0.6666667"
"1"," 0.8636364"
"1","
[37,]"
"1","         0.9032258"
"1","           0.8376068"
"1"," 0.5000000"
"1"," 0.9545455"
"1","
[38,]"
"1","         0.9193548"
"1","           0.9273504"
"1"," 0.6666667"
"1"," 0.8181818"
"1","
[39,]"
"1","         0.9556452"
"1","           0.9572650"
"1"," 0.6666667"
"1"," 1.0000000"
"1","
[40,]"
"1","         1.0000000"
"1","           0.8525641"
"1"," 0.5000000"
"1"," 0.6818182"
"1","
[41,]"
"1","         0.8270244"
"1","           0.8400000"
"1"," 0.5000000"
"1"," 0.9545455"
"1","
[42,]"
"1","         0.8629032"
"1","           0.9123932"
"1"," 0.6666667"
"1"," 0.8181818"
"1","
[43,]"
"1","         0.8709677"
"1","           0.8226496"
"1"," 0.8333333"
"1"," 0.9090909"
"1","
[44,]"
"1","         0.8846280"
"1","           0.9022222"
"1"," 0.5000000"
"1"," 0.7727273"
"1","
[45,]"
"1","         0.9032258"
"1","           0.8675214"
"1"," 0.6666667"
"1"," 1.0000000"
"1","
[46,]"
"1","         0.9257735"
"1","           0.8244444"
"1"," 0.5000000"
"1"," 0.7727273"
"1","
[47,]"
"1","         0.9758065"
"1","           0.8824786"
"1"," 0.5000000"
"1"," 0.8181818"
"1","
[48,]"
"1","         0.9916063"
"1","           0.8244444"
"1"," 0.5000000"
"1"," 0.8181818"
"1","
[49,]"
"1","         0.8219603"
"1","           0.7933333"
"1"," 0.5000000"
"1"," 0.8181818"
"1","
[50,]"
"1","         0.8669355"
"1","           0.9047619"
"1"," 0.5000000"
"1"," 0.8636364"
"1","
[51,]"
"1","         0.8709677"
"1","           0.7777778"
"1"," 0.5000000"
"1"," 0.8181818"
"1","
[52,]"
"1","         0.8878722"
"1","           0.8400000"
"1"," 0.6666667"
"1"," 0.9090909"
"1","
[53,]"
"1","         0.9032258"
"1","           0.7936508"
"1"," 0.6666667"
"1"," 0.9090909"
"1","
[54,]"
"1","         0.9382754"
"1","           0.9022222"
"1"," 0.6666667"
"1"," 1.0000000"
"1","
[55,]"
"1","         0.9516129"
"1","           0.9682540"
"1"," 0.5000000"
"1"," 0.8181818"
"1","
[56,]"
"1","         1.0000000"
"1","           0.8253968"
"1"," 0.3333333"
"1"," 0.5454545"
"1","
[57,]"
"1","         0.8266129"
"1","           0.9206349"
"1"," 0.5000000"
"1"," 0.7727273"
"1","
[58,]"
"1","         0.8629032"
"1","           0.8095238"
"1"," 0.6666667"
"1"," 0.9545455"
"1","
[59,]"
"1","         0.8750000"
"1","           0.8095238"
"1"," 0.6666667"
"1"," 0.9545455"
"1","
[60,]"
"1","         0.8991935"
"1","           0.8730159"
"1"," 0.6666667"
"1"," 1.0000000"
"1","
[61,]"
"1","         0.9032258"
"1","           0.9047619"
"1"," 0.6666667"
"1"," 1.0000000"
"1","
[62,]"
"1","         0.9314516"
"1","           0.8095238"
"1"," 0.5000000"
"1"," 0.8181818"
"1","
[63,]"
"1","         0.9576613"
"1","           0.8866667"
"1"," 0.6666667"
"1"," 0.7272727"
"1","
[64,]"
"1","         0.9848015"
"1","           0.8244444"
"1"," 0.3333333"
"1"," 0.6363636"
"1","
[65,]"
"1","         0.8467742"
"1","           0.8525641"
"1"," 0.8333333"
"1"," 0.8636364"
"1","
[66,]"
"1","         0.8599408"
"1","           0.7933333"
"1"," 0.5000000"
"1"," 0.9545455"
"1","
[67,]"
"1","         0.8709677"
"1","           0.8525641"
"1"," 1.0000000"
"1"," 0.8636364"
"1","
[68,]"
"1","         0.8763989"
"1","           0.9800000"
"1"," 0.6666667"
"1"," 0.9090909"
"1","
[69,]"
"1","         0.8928571"
"1","           0.9177778"
"1"," 0.6666667"
"1"," 0.8636364"
"1","
[70,]"
"1","         0.9463463"
"1","           0.8555556"
"1"," 0.6666667"
"1"," 0.8636364"
"1","
[71,]"
"1","         0.9637097"
"1","           0.8076923"
"1"," 0.3333333"
"1"," 0.9545455"
"1","
[72,]"
"1","         0.9833772"
"1","           0.8711111"
"1"," 0.5000000"
"1"," 0.8636364"
"1","
[73,]"
"1","         0.8434826"
"1","           0.8244444"
"1"," 0.5000000"
"1"," 0.8181818"
"1","
[74,]"
"1","         0.8640553"
"1","           0.8244444"
"1"," 0.8333333"
"1"," 0.9090909"
"1","
[75,]"
"1","         0.8750000"
"1","           0.9273504"
"1"," 0.6666667"
"1"," 1.0000000"
"1","
[76,]"
"1","         0.8790323"
"1","           0.8376068"
"1"," 0.5000000"
"1"," 0.8181818"
"1","
[77,]"
"1","         0.8969717"
"1","           0.8866667"
"1"," 0.5000000"
"1"," 0.8636364"
"1","
[78,]"
"1","         0.9175444"
"1","           0.9022222"
"1"," 0.1666667"
"1"," 0.6363636"
"1","
[79,]"
"1","         0.9798387"
"1","           0.8675214"
"1"," 1.0000000"
"1"," 0.6818182"
"1","
[80,]"
"1","         0.9957209"
"1","           0.7777778"
"1"," 0.3333333"
"1"," 0.8181818"
"1","
[81,]"
"1","         0.8258375"
"1","           0.9333333"
"1"," 0.5000000"
"1"," 0.9545455"
"1","
[82,]"
"1","         0.8568548"
"1","           0.8400000"
"1"," 0.6666667"
"1"," 0.9545455"
"1","
[83,]"
"1","         0.8801179"
"1","           0.8866667"
"1"," 0.8333333"
"1"," 0.8181818"
"1","
[84,]"
"1","         0.8995037"
"1","           0.8555556"
"1"," 0.5000000"
"1"," 1.0000000"
"1","
[85,]"
"1","         0.9188896"
"1","           0.8244444"
"1"," 0.5000000"
"1"," 0.7272727"
"1","
[86,]"
"1","         0.9227667"
"1","           0.8088889"
"1"," 0.6666667"
"1"," 0.6818182"
"1","
[87,]"
"1","         0.9637097"
"1","           0.8412698"
"1"," 0.6666667"
"1"," 0.8181818"
"1","
[88,]"
"1","         0.9798387"
"1","           0.8253968"
"1"," 0.5000000"
"1"," 0.7272727"
"1","
[89,]"
"1","         0.8452233"
"1","           0.7933333"
"1"," 0.6666667"
"1"," 0.9090909"
"1","
[90,]"
"1","         0.8467742"
"1","           0.8412698"
"1"," 0.6666667"
"1"," 0.7727273"
"1","
[91,]"
"1","         0.8709677"
"1","           0.8888889"
"1"," 0.5000000"
"1"," 0.8636364"
"1","
[92,]"
"1","         0.8911290"
"1","           0.8571429"
"1"," 0.3333333"
"1"," 0.8181818"
"1","
[93,]"
"1","         0.9111352"
"1","           0.8555556"
"1"," 0.3333333"
"1"," 0.6363636"
"1","
[94,]"
"1","         0.9382754"
"1","           0.7933333"
"1"," 0.5000000"
"1"," 0.8636364"
"1","
[95,]"
"1","         0.9717742"
"1","           0.8412698"
"1"," 0.6666667"
"1"," 0.8636364"
"1","
[96,]"
"1","         0.9717742"
"1","           1.0000000"
"1"," 0.6666667"
"1"," 0.7272727"
"1","
"
